"source","target"
"Common Grackle","Brown-headed Cowbird"
"Common Grackle","Northern Cardinal"
"House Sparrow","House Finch"
"European Starling","Carolina Wren"
"Yellow-bellied Sapsucker","Downy Woodpecker"
"Blue Jay","Downy Woodpecker"
"Red-bellied Woodpecker","Downy Woodpecker"
"Red-bellied Woodpecker","European Starling"
"Red-bellied Woodpecker","Downy Woodpecker"
"House Finch","Pine Siskin"
"Northern Cardinal","White-breasted Nuthatch"
"Hairy Woodpecker","House Sparrow"
"American Goldfinch","Dark-eyed Junco"
"Black-capped Chickadee","Tufted Titmouse"
"House Sparrow","House Finch"
"Northern Cardinal","House Sparrow"
"Hairy Woodpecker","Downy Woodpecker"
"Common Redpoll","Red-breasted Nuthatch"
"House Sparrow","House Finch"
"European Starling","House Finch"
"European Starling","Downy Woodpecker"
"Dark-eyed Junco","American Goldfinch"
"European Starling","Tufted Titmouse"
"Purple Finch","American Goldfinch"
"House Sparrow","Black-capped Chickadee"
"Hairy Woodpecker","House Sparrow"
"Hairy Woodpecker","House Sparrow"
"Red-bellied Woodpecker","Downy Woodpecker"
"Common Grackle","Red-bellied Woodpecker"
"Hairy Woodpecker","White-breasted Nuthatch"
"Common Grackle","Downy Woodpecker"
"Common Grackle","House Sparrow"
"House Sparrow","Downy Woodpecker"
"Common Grackle","Downy Woodpecker"
"Common Grackle","Red-winged Blackbird"
"Red-bellied Woodpecker","Carolina Wren"
"Northern Cardinal","American Goldfinch"
"Red-bellied Woodpecker","Downy Woodpecker"
"Blue Jay","Northern Cardinal"
"Red-bellied Woodpecker","Northern Cardinal"
"Red-bellied Woodpecker","House Finch"
"Hairy Woodpecker","Downy Woodpecker"
"Red-breasted Nuthatch","Black-capped Chickadee"
"Band-tailed Pigeon","Mourning Dove"
"Black-billed Magpie","Common Redpoll"
"Black-billed Magpie","House Finch"
"Blue Jay","Red-breasted Nuthatch"
"Downy Woodpecker","House Sparrow"
"Downy Woodpecker","American Goldfinch"
"House Sparrow","American Goldfinch"
"Purple Finch","Tufted Titmouse"
"Purple Finch","American Goldfinch"
"Northern Cardinal","Purple Finch"
"Northern Cardinal","Eastern Bluebird"
"Northern Cardinal","House Finch"
"Dark-eyed Junco","Yellow-rumped Warbler"
"American Goldfinch","Pine Siskin"
"Gray Catbird","Northern Cardinal"
"Gray Catbird","Downy Woodpecker"
"Northern Cardinal","Carolina Wren"
"Northern Mockingbird","Gray Catbird"
"Gray Catbird","Song Sparrow"
"Blue Jay","Gray Catbird"
"Bushtit","Black-capped Chickadee"
"Dark-eyed Junco","Bushtit"
"Spotted Towhee","Black-capped Chickadee"
"House Finch","American Goldfinch"
"Northern Cardinal","House Finch"
"House Finch","American Goldfinch"
"Blue Jay","American Goldfinch"
"Blue Jay","House Finch"
"Red-bellied Woodpecker","House Finch"
"Downy Woodpecker","American Goldfinch"
"Northern Cardinal","Dark-eyed Junco"
"Steller's Jay","White-crowned Sparrow"
"Yellow-rumped Warbler","Carolina Chickadee"
"Common Grackle","House Sparrow"
"Red-winged Blackbird","American Goldfinch"
"Red-winged Blackbird","Song Sparrow"
"Red-winged Blackbird","House Sparrow"
"Red-winged Blackbird","European Starling"
"Song Sparrow","Dark-eyed Junco"
"Red-winged Blackbird","House Sparrow"
"Red-winged Blackbird","Brown-headed Cowbird"
"Brown-headed Cowbird","House Sparrow"
"American Tree Sparrow","American Goldfinch"
"Common Grackle","Blue Jay"
"White-breasted Nuthatch","Black-capped Chickadee"
"Downy Woodpecker","White-breasted Nuthatch"
"Red-bellied Woodpecker","Downy Woodpecker"
"Black-capped Chickadee","American Goldfinch"
"Blue Jay","White-winged Dove"
"Blue Jay","White-winged Dove"
"Dark-eyed Junco","Chestnut-backed Chickadee"
"Blue Jay","Northern Cardinal"
"American Goldfinch","Northern Cardinal"
"Northern Cardinal","American Goldfinch"
"House Finch","Tufted Titmouse"
"House Finch","American Goldfinch"
"Tufted Titmouse","House Finch"
"Northern Cardinal","Dark-eyed Junco"
"House Sparrow","House Finch"
"Pine Siskin","Purple Finch"
"Pine Siskin","Black-capped Chickadee"
"Black-capped Chickadee","Pine Siskin"
"Downy Woodpecker","Pine Siskin"
"Downy Woodpecker","Pine Siskin"
"Chestnut-backed Chickadee","Dark-eyed Junco"
"Northern Cardinal","House Finch"
"Downy Woodpecker","White-breasted Nuthatch"
"Dark-eyed Junco","American Goldfinch"
"Purple Finch","American Goldfinch"
"Blue Jay","American Goldfinch"
"European Starling","Northern Flicker"
"European Starling","Northern Cardinal"
"European Starling","American Goldfinch"
"Blue Jay","Mourning Dove"
"Red-bellied Woodpecker","Downy Woodpecker"
"White-crowned Sparrow","White-throated Sparrow"
"Red-bellied Woodpecker","Northern Flicker"
"Red-bellied Woodpecker","Hairy Woodpecker"
"Northern Cardinal","Carolina Chickadee"
"Northern Cardinal","American Goldfinch"
"European Starling","Blue Jay"
"European Starling","Carolina Wren"
"Tufted Titmouse","House Finch"
"European Starling","Song Sparrow"
"Varied Thrush","Dark-eyed Junco"
"Steller's Jay","House Sparrow"
"Hairy Woodpecker","Downy Woodpecker"
"Hairy Woodpecker","Downy Woodpecker"
"European Starling","Blue Jay"
"European Starling","Black-capped Chickadee"
"Red-winged Blackbird","White-breasted Nuthatch"
"Red-winged Blackbird","Black-capped Chickadee"
"Red-winged Blackbird","Red-breasted Nuthatch"
"Common Grackle","Red-winged Blackbird"
"Western Tanager","Northern Cardinal"
"Western Tanager","House Finch"
"European Starling","Western Tanager"
"Blue Jay","Western Tanager"
"Blue Jay","Downy Woodpecker"
"Blue Jay","Downy Woodpecker"
"Blue Jay","Northern Cardinal"
"Blue Jay","Northern Cardinal"
"Red-bellied Woodpecker","House Sparrow"
"Red-bellied Woodpecker","White-breasted Nuthatch"
"Northern Flicker","Eastern Bluebird"
"Red-bellied Woodpecker","Eastern Bluebird"
"European Starling","Red-bellied Woodpecker"
"Downy Woodpecker","Red-breasted Nuthatch"
"White-breasted Nuthatch","American Goldfinch"
"Hairy Woodpecker","Downy Woodpecker"
"Blue Jay","Downy Woodpecker"
"Hairy Woodpecker","American Goldfinch"
"Red-bellied Woodpecker","Downy Woodpecker"
"Red-breasted Nuthatch","American Goldfinch"
"Red-breasted Nuthatch","American Goldfinch"
"Black-capped Chickadee","American Goldfinch"
"Downy Woodpecker","Red-breasted Nuthatch"
"Purple Finch","American Goldfinch"
"American Goldfinch","Purple Finch"
"Purple Finch","American Goldfinch"
"European Starling","Downy Woodpecker"
"Black-capped Chickadee","American Goldfinch"
"American Goldfinch","Black-capped Chickadee"
"European Starling","House Finch"
"House Finch","European Starling"
"White-breasted Nuthatch","House Finch"
"White-breasted Nuthatch","House Finch"
"European Starling","House Finch"
"European Starling","House Finch"
"European Starling","House Finch"
"Common Grackle","House Finch"
"European Starling","House Sparrow"
"Downy Woodpecker","Tufted Titmouse"
"Red-winged Blackbird","Dark-eyed Junco"
"Song Sparrow","Dark-eyed Junco"
"Northern Cardinal","Dark-eyed Junco"
"Northern Cardinal","House Finch"
"Pine Grosbeak","Pine Siskin"
"Pine Siskin","Common Redpoll"
"American Goldfinch","Pine Siskin"
"Eastern Bluebird","White-breasted Nuthatch"
"Eastern Bluebird","Carolina Wren"
"Song Sparrow","House Sparrow"
"Song Sparrow","House Sparrow"
"American Goldfinch","Dark-eyed Junco"
"Pine Grosbeak","Pine Siskin"
"Common Grackle","House Finch"
"Common Grackle","House Sparrow"
"Red-bellied Woodpecker","Hairy Woodpecker"
"Red-bellied Woodpecker","House Sparrow"
"House Sparrow","Carolina Wren"
"Northern Cardinal","House Sparrow"
"Downy Woodpecker","White-breasted Nuthatch"
"Common Grackle","Red-winged Blackbird"
"American Tree Sparrow","Dark-eyed Junco"
"European Starling","Steller's Jay"
"European Starling","Downy Woodpecker"
"House Sparrow","Common Redpoll"
"Northern Flicker","Red-breasted Nuthatch"
"Red-bellied Woodpecker","Red-winged Blackbird"
"Red-bellied Woodpecker","Red-winged Blackbird"
"Northern Mockingbird","Downy Woodpecker"
"Blue Jay","Red-winged Blackbird"
"American Crow","White-throated Sparrow"
"American Crow","Song Sparrow"
"Northern Mockingbird","European Starling"
"Northern Cardinal","European Starling"
"Tufted Titmouse","House Finch"
"Northern Cardinal","White-crowned Sparrow"
"Northwestern Crow","Red-winged Blackbird"
"Song Sparrow","Dark-eyed Junco"
"Downy Woodpecker","Red-breasted Nuthatch"
"Red-bellied Woodpecker","White-breasted Nuthatch"
"American Crow","American Goldfinch"
"Red-bellied Woodpecker","House Finch"
"Red-bellied Woodpecker","Northern Cardinal"
"Northern Cardinal","House Finch"
"Downy Woodpecker","Black-capped Chickadee"
"European Starling","House Finch"
"Northern Cardinal","Carolina Chickadee"
"Red-bellied Woodpecker","Northern Cardinal"
"European Starling","House Sparrow"
"European Starling","House Sparrow"
"Eurasian Collared-Dove","White-winged Dove"
"Eurasian Collared-Dove","White-winged Dove"
"Eurasian Collared-Dove","Northern Cardinal"
"Northern Cardinal","Tufted Titmouse"
"White-throated Sparrow","Dark-eyed Junco"
"Northern Cardinal","House Finch"
"Pine Siskin","Purple Finch"
"Pine Siskin","Purple Finch"
"Hairy Woodpecker","Pine Siskin"
"Downy Woodpecker","Tufted Titmouse"
"American Goldfinch","Dark-eyed Junco"
"White-breasted Nuthatch","House Finch"
"White-breasted Nuthatch","Black-capped Chickadee"
"House Finch","American Goldfinch"
"European Starling","Red-bellied Woodpecker"
"Dark-eyed Junco","Black-capped Chickadee"
"Dark-eyed Junco","Black-capped Chickadee"
"Dark-eyed Junco","Black-capped Chickadee"
"Spotted Towhee","Dark-eyed Junco"
"Dark-eyed Junco","Spotted Towhee"
"Song Sparrow","House Finch"
"Common Grackle","House Finch"
"Common Grackle","Red-winged Blackbird"
"Downy Woodpecker","American Goldfinch"
"Downy Woodpecker","Carolina Wren"
"Tufted Titmouse","Carolina Chickadee"
"Tufted Titmouse","Carolina Chickadee"
"Red-bellied Woodpecker","Dark-eyed Junco"
"Northern Cardinal","Carolina Chickadee"
"Downy Woodpecker","Steller's Jay"
"Song Sparrow","Spotted Towhee"
"Dark-eyed Junco","Chestnut-backed Chickadee"
"Bushtit","Chestnut-backed Chickadee"
"Spotted Towhee","Bushtit"
"European Starling","House Sparrow"
"Common Grackle","Northern Cardinal"
"White-throated Sparrow","European Starling"
"Common Grackle","European Starling"
"House Sparrow","American Goldfinch"
"Northern Cardinal","White-throated Sparrow"
"Hairy Woodpecker","Tufted Titmouse"
"European Starling","House Sparrow"
"Common Grackle","Northern Cardinal"
"Common Grackle","European Starling"
"Common Grackle","Mourning Dove"
"Pine Siskin","American Goldfinch"
"Black-capped Chickadee","American Goldfinch"
"Tufted Titmouse","American Goldfinch"
"Red-bellied Woodpecker","House Finch"
"House Finch","American Goldfinch"
"Dark-eyed Junco","American Goldfinch"
"Red-bellied Woodpecker","European Starling"
"Red-bellied Woodpecker","European Starling"
"Red-bellied Woodpecker","European Starling"
"Red-bellied Woodpecker","Downy Woodpecker"
"Yellow-bellied Sapsucker","Red-bellied Woodpecker"
"Yellow-bellied Sapsucker","Downy Woodpecker"
"Pine Siskin","American Goldfinch"
"Downy Woodpecker","Eastern Bluebird"
"Red-bellied Woodpecker","Downy Woodpecker"
"Pine Siskin","American Goldfinch"
"Tufted Titmouse","Pine Siskin"
"House Finch","American Goldfinch"
"Downy Woodpecker","White-breasted Nuthatch"
"Hairy Woodpecker","Downy Woodpecker"
"European Starling","Downy Woodpecker"
"European Starling","Hairy Woodpecker"
"Blue Jay","Purple Finch"
"European Starling","Hairy Woodpecker"
"Red-bellied Woodpecker","Blue Jay"
"Pileated Woodpecker","European Starling"
"Hairy Woodpecker","Downy Woodpecker"
"Blue Jay","Northern Cardinal"
"Blue Jay","House Sparrow"
"Northern Cardinal","Purple Finch"
"Common Grackle","House Sparrow"
"Common Grackle","Downy Woodpecker"
"European Starling","House Sparrow"
"European Starling","Downy Woodpecker"
"European Starling","House Sparrow"
"Blue Jay","House Sparrow"
"Common Grackle","American Robin"
"European Starling","Golden-crowned Sparrow"
"House Finch","Mountain Chickadee"
"Northern Mockingbird","Yellow-rumped Warbler"
"Yellow-bellied Sapsucker","Downy Woodpecker"
"Blue Jay","Downy Woodpecker"
"Blue Jay","Downy Woodpecker"
"Common Grackle","House Sparrow"
"European Starling","Common Grackle"
"Common Grackle","House Finch"
"Common Grackle","Hairy Woodpecker"
"House Finch","House Sparrow"
"House Finch","House Sparrow"
"Red-headed Woodpecker","Red-bellied Woodpecker"
"Carolina Chickadee","American Goldfinch"
"Tufted Titmouse","American Goldfinch"
"American Robin","Eastern Bluebird"
"Dark-eyed Junco","Chipping Sparrow"
"House Sparrow","American Goldfinch"
"Blue Jay","Mourning Dove"
"White-breasted Nuthatch","House Finch"
"Red-bellied Woodpecker","Common Grackle"
"House Sparrow","Black-capped Chickadee"
"White-breasted Nuthatch","American Goldfinch"
"Tufted Titmouse","Black-capped Chickadee"
"Red-bellied Woodpecker","Northern Cardinal"
"Black-capped Chickadee","Chestnut-backed Chickadee"
"Eastern Bluebird","Downy Woodpecker"
"Hairy Woodpecker","Downy Woodpecker"
"Hairy Woodpecker","House Sparrow"
"House Sparrow","House Finch"
"Downy Woodpecker","American Goldfinch"
"American Robin","Dark-eyed Junco"
"Dark-eyed Junco","House Finch"
"Downy Woodpecker","Tufted Titmouse"
"Red-bellied Woodpecker","Downy Woodpecker"
"Band-tailed Pigeon","House Finch"
"White-crowned Sparrow","Mountain Chickadee"
"Northern Cardinal","Tufted Titmouse"
"Red-bellied Woodpecker","Carolina Wren"
"Red-bellied Woodpecker","Downy Woodpecker"
"American Robin","House Sparrow"
"European Starling","American Robin"
"American Robin","European Starling"
"Blue Jay","Common Grackle"
"Pileated Woodpecker","Hairy Woodpecker"
"Black-capped Chickadee","American Goldfinch"
"Black-capped Chickadee","House Finch"
"Brown-headed Cowbird","Red-winged Blackbird"
"European Starling","Red-headed Woodpecker"
"Chipping Sparrow","Northern Cardinal"
"Common Grackle","Red-winged Blackbird"
"Red-winged Blackbird","Northern Cardinal"
"Common Grackle","Downy Woodpecker"
"Red-winged Blackbird","Blue Jay"
"Red-winged Blackbird","White-breasted Nuthatch"
"Blue Jay","Northern Cardinal"
"Blue Jay","Common Grackle"
"Song Sparrow","White-throated Sparrow"
"Northern Cardinal","Carolina Chickadee"
"Red-bellied Woodpecker","Northern Cardinal"
"House Finch","Purple Finch"
"Song Sparrow","Carolina Wren"
"Red-bellied Woodpecker","Mourning Dove"
"Blue Jay","House Sparrow"
"Blue Jay","American Goldfinch"
"Blue Jay","House Finch"
"Northern Cardinal","House Sparrow"
"Common Grackle","House Sparrow"
"Common Grackle","European Starling"
"Common Grackle","Mourning Dove"
"Common Grackle","Northern Cardinal"
"Red-winged Blackbird","Brown-headed Cowbird"
"American Tree Sparrow","American Goldfinch"
"Red-winged Blackbird","Brown-headed Cowbird"
"Red-winged Blackbird","Brown-headed Cowbird"
"Brown-headed Cowbird","House Sparrow"
"Red-winged Blackbird","American Robin"
"Red-winged Blackbird","American Robin"
"Brown-headed Cowbird","American Goldfinch"
"Red-winged Blackbird","House Sparrow"
"Red-winged Blackbird","House Sparrow"
"European Starling","House Sparrow"
"Red-bellied Woodpecker","Carolina Chickadee"
"Black-capped Chickadee","American Goldfinch"
"Northern Cardinal","American Goldfinch"
"Tufted Titmouse","American Goldfinch"
"Red-breasted Nuthatch","Chestnut-backed Chickadee"
"Tufted Titmouse","House Finch"
"White-throated Sparrow","House Finch"
"Tufted Titmouse","House Finch"
"Chipping Sparrow","House Finch"
"Common Grackle","Northern Mockingbird"
"European Starling","Downy Woodpecker"
"Pine Siskin","American Goldfinch"
"Red-bellied Woodpecker","Downy Woodpecker"
"European Starling","Downy Woodpecker"
"Red-bellied Woodpecker","European Starling"
"European Starling","House Sparrow"
"Northern Cardinal","White-throated Sparrow"
"European Starling","Common Grackle"
"Common Grackle","Hairy Woodpecker"
"Common Grackle","House Sparrow"
"Red-bellied Woodpecker","Northern Cardinal"
"House Sparrow","House Finch"
"House Sparrow","House Finch"
"Blue Jay","House Finch"
"Blue Jay","House Sparrow"
"European Starling","Downy Woodpecker"
"Common Grackle","European Starling"
"European Starling","Downy Woodpecker"
"Blue Jay","House Finch"
"Northern Cardinal","Tufted Titmouse"
"Common Grackle","Northern Cardinal"
"Northern Cardinal","House Finch"
"House Finch","White-breasted Nuthatch"
"Northern Cardinal","House Finch"
"Mourning Dove","House Finch"
"Common Grackle","Red-winged Blackbird"
"Common Grackle","Northern Cardinal"
"Red-winged Blackbird","Song Sparrow"
"Northern Mockingbird","Eastern Bluebird"
"Red-bellied Woodpecker","Downy Woodpecker"
"Tufted Titmouse","House Finch"
"Red-bellied Woodpecker","White-breasted Nuthatch"
"Red-bellied Woodpecker","Northern Mockingbird"
"Tufted Titmouse","Carolina Chickadee"
"Mourning Dove","Dark-eyed Junco"
"House Finch","Brown-headed Nuthatch"
"Northern Cardinal","House Finch"
"Red-bellied Woodpecker","Brown Thrasher"
"Blue Jay","House Finch"
"Blue Jay","Downy Woodpecker"
"Red-bellied Woodpecker","Downy Woodpecker"
"Red-bellied Woodpecker","Tufted Titmouse"
"American Robin","Black-capped Chickadee"
"Mourning Dove","American Goldfinch"
"Mourning Dove","House Finch"
"Blue Jay","American Goldfinch"
"Northern Cardinal","Eastern Bluebird"
"Northern Cardinal","Carolina Wren"
"Common Grackle","House Finch"
"Common Grackle","House Sparrow"
"Hairy Woodpecker","Downy Woodpecker"
"White-breasted Nuthatch","American Goldfinch"
"Northern Cardinal","House Sparrow"
"Common Grackle","Mourning Dove"
"Common Grackle","Red-winged Blackbird"
"Canyon Towhee","Dark-eyed Junco"
"Canyon Towhee","House Finch"
"Eurasian Collared-Dove","Mourning Dove"
"Gray-crowned Rosy-Finch","House Finch"
"Ring-necked Pheasant","Sharp-tailed Grouse"
"Mourning Dove","California Towhee"
"House Sparrow","House Finch"
"House Finch","Mourning Dove"
"House Finch","House Sparrow"
"Northern Cardinal","Downy Woodpecker"
"Red-bellied Woodpecker","House Finch"
"Red-bellied Woodpecker","Northern Cardinal"
"Red-bellied Woodpecker","Blue Jay"
"Common Grackle","House Sparrow"
"Common Grackle","House Sparrow"
"Common Grackle","House Sparrow"
"Common Grackle","House Sparrow"
"Common Grackle","House Sparrow"
"Common Grackle","House Sparrow"
"Common Grackle","House Sparrow"
"Common Grackle","House Sparrow"
"Common Grackle","House Sparrow"
"Common Grackle","House Sparrow"
